C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-587.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-589.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-59.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-591.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-593.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-595.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-597.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-599.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-601.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-603.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-605.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-607.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-609.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-61.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-611.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-613.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-615.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-617.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-619.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-621.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-623.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-625.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-627.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-629.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-63.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-631.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-633.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-635.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-637.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-639.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-641.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-643.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-645.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-647.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-649.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-65.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-651.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-653.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-655.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-657.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-659.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-661.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-663.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-665.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-667.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-669.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-67.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-671.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-673.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-675.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-677.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-679.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-681.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-683.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-685.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-687.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-689.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-69.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-691.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-693.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-695.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-697.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-699.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-7.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-701.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-703.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-705.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-707.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-709.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-71.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-711.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-713.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-715.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-717.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-719.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-721.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-723.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-725.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-727.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-729.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-73.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-731.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-733.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-735.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-737.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-739.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-741.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-743.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-745.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-747.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-749.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-75.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-751.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-753.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-755.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-757.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-759.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-761.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-763.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-765.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-767.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-769.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-77.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-771.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-773.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-775.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-777.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-779.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-781.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-783.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-785.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-787.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-789.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-79.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-791.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-793.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-795.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-797.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-799.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-801.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-803.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-805.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-807.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-809.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-81.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-811.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-813.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-815.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-817.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-819.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-821.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-823.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-825.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-827.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-829.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-83.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-831.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-833.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-835.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-837.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-839.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-841.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-843.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-845.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-847.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-849.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-85.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-851.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-853.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-855.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-857.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-859.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-861.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-863.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-865.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-867.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-869.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-87.tmp | 0 bytes | sucesso
C:\Users\Administrator\AppData\Local\Temp\python-languageserver-cancellation\681439718f4e4df148b3a48d33bf9902ffdabe20f4\cancellation-bg-871.tmp | 0 bytes | sucesso
